"index","content"
"855","
  Fort Wayne, 
  Indiana 
  46835 
"
"856","Phone: (877) 620-1977"
"857","https://sevensons.net/locations/ft-wayne-st-joe-center-rd"
"858","HM!"
"859","
  Ossian, 
  Indiana 
  46777 
"
"860","Phone: (219) 639-3565"
"861","health@netusa1.net"
"862","Lost River Market & Deli"
"863","
    26 Library Street"
"864","
  Paoli, 
  Indiana 
  47454 
"
"865","Phone: (812) 723-3735"
"866","email.lostrivercoop@gmail.com"
"867","http://www.lostrivermarketanddeli.com/"
"868","Maple City Market"
"869","
    314 S. Main Street"
"870","
  Goshen, 
  Indiana 
  46526 
"
"871","Phone: (574) 534-2355"
"872","marketing@maplecitymarket.com"
"873","http://www.maplecitymarket.com/"
"874","Munster Buying Club - Seven Sons Farms"
"875","
    9223 Birch Ave"
"876","
  Munster, 
  Indiana 
  46322 
"
"877","Phone: (877) 620-1977"
"878","https://sevensons.net/locations/munster"
"879","NE Indianapolis Buying Club"
"880","
    9402 Uptown Drive"
"881","
  Indianapolis, 
  Indiana 
  46256 
"
"882","Phone: (877) 620-1977"
"883","https://sevensons.net/locations/ne-indianapolis"
"884","Noblesville Buying Club - Seven Sons Farms"
"885","
    2375 Pleasant St"
"886","
  Noblesville, 
  Indiana 
  46060 
"
"887","Phone: (877) 620-1977"
"888","https://sevensons.net/locations/noblesville"
"889","Plainfield Cooperative Buying Club"
"890","
    8364 E. County Road 801 S"
"891","
  Plainfield, 
  Indiana 
  46168 
"
"892","Phone: (317) 834-1141"
"893","chelliran@hotmail.com"
"894","Pogue's Run Grocer"
"895","
    2828 E. 10th St."
"896","
  Indianapolis, 
  Indiana 
"
"897","Phone: (317) 426-4963"
"898","http://poguesrungrocer.org/"
"899","Purple Porch Co-op"
"900","
        (physical) 
        123 N. Hill St"
"901","
    (mailing) 
    PO Box 1242"
"902","
  South Bend, 
  Indiana 
  46624 
"
"903","Phone: (574) 274-9889"
"904","info@purpleporchcoop.com"
"905","http://www.purpleporchcoop.com"
"906","River City Food Co-op"
"907","
    116 Washington"
"908","
  Evansville, 
  Indiana 
  47713 
"
"909","Phone: (812) 423-1183"
"910","coop@rivercityfoodcoop.org"
"911","www.rivercityfoodcoop.org"
"912","Seven Sons Farms"
"913","
    15718 Aboite Rd"
"914","
  Roanoke, 
  Indiana 
  46783 
"
"915","Phone: (877) 620-1977"
"916","sevensons.net"
"917","Terre Foods Cooperative Market"
"918","
        (mailing) 
        PO Box 9254"
"919","
  Terre Haute, 
  Indiana 
  47808 
"
"920","Phone: (812) 201-7910"
"921","info@terrefoods.coop"
"922","www.terrefoods.coop"
"923","Three Rivers Food Co-op's Natural Grocery"
"924","
    1612 Sherman Street"
"925","
  Fort Wayne, 
  Indiana 
  46808 
"
"926","Phone: (260) 424-8812"
"927","gm@3riversfood.coop"
"928","http://www.3riversfood.coop/"
"929","Iowa"
"930","Dubuque Food Co-op"
"931","
    955 Washington Street #107"
"932","
  Dubuque, 
  Iowa 
  52001 
"
"933","Phone: (563) 557-4400"
"934","www.dubuquefood.coop"
"935","Iowa Food Cooperative"
"936","
    3800 Merle Hay Road #1215"
"937","
  Des Moines, 
  Iowa 
  50310 
"
"938","Phone: (515) 978-1034"
"939","info@iowafood.coop"
"940","http://www.iowafood.coop"
"941","New Pioneer Bakehouse"
"942","
    498 1st Avenue"
"943","
  Coralville, 
  Iowa 
  52241 
"
"944","Phone: (319) 358-5513"
"945","newpi@inav.net"
"946","http://www.newpi.com/"
"947","New Pioneer Co-op"
"948","
    22 South Van Buren Street"
"949","
  Iowa City, 
  Iowa 
  52240 
"
"950","Phone: (319) 338-9441"
"951","jangerer@newpi.com"
"952","http://www.newpi.com/"
"953","Oneota Community Food Co-op"
"954","
    415 West Water Street"
"955","
  Decorah, 
  Iowa 
  52101 
"
"956","Phone: (563) 382-4666"
"957","foodcoop@oneota.net"
"958","http://www.oneota.net/~foodcoop"
"959","Quad Cities Organic Lifestyle"
"960","
    1130 Highland Park Drive"
"961","
  Bettendorf , 
  Iowa 
  52722 
"
"962","Phone: (309) 781-0899"
"963","https://m.facebook.com/groups/1388265621493612"
"964","Wheatsfield Cooperative Grocery"
"965","
    413 Northwestern Ave"
"966","
  Ames, 
  Iowa 
  50010 
"
"967","Phone: (515) 232-4094"
"968","shop@wheatsfield.coop"
"969","http://www.wheatsfield.coop"
"970","Kansas"
"971","Amazing Grains"
"972","
    901 Mississippi"
"973","
  Lawrence, 
  Kansas 
  66044 
"
"974","Phone: (785) 841-5510"
"975","Community Mercantile"
"976","
    901 Iowa Street"
"977","
  Lawrence, 
  Kansas 
  66044 
"
"978","Phone: (785) 843-8544"
"979","themerc@themerc.coop"
"980","http://www.themerc.coop/"
"981","People's Grocery Co-Op"
"982","
    1620 Fort Riley Blvd #101"
"983","
  Manhattan, 
  Kansas 
  66213 
"
"984","Phone: (785) 539-4811"
"985","gm@peoplesgrocerycoop.com"
"986","www.peoplesgrocerycoop.com"
"987","Prairieland Market"
"988","
    138 S. 4th"
"989","
  Salinas, 
  Kansas 
  67401 
"
"990","Phone: (785) 827-5877"
"991","pwinks@swbell.net"
"992","http://www.wannabhealthy.com/PFC"
"993","SE KS Buying Club"
"994","
    11th & Walnut"
"995","
  Independence, 
  Kansas 
  67301 
"
"996","Phone: (620) 205-7095"
"997","http://seksbuyingclub.wordpress.com/"
"998","Topeka Natural Food Coop"
"999","
    503 SW Washburn Ave"
"1000","
  Topeka, 
  Kansas 
  66606 
"
"1001","Phone: (785) 235-2309"
"1002","http://www.geocities.com/topekafoodcoop"
"1003","Kentucky"
"1004","Foothills Co-op"
"1005","
    Kentucky 40475-"
"1006","
  foothills@kyfoothillscoop.com, 
  Kentucky 
"
"1007","foothills@kyfoothillscoop.com"
"1008","http://www.kyfoothillscoop.com"
"1009","Good Foods Market & Café"
"1010","
    455-D Southland Drive"
"1011","
  Lexington, 
  Kentucky 
  40503 
"
"1012","Phone: (859) 278-1813"
"1013","cstites@goodfoods.coop"
"1014","http://www.goodfoods.coop/"
"1015","Otherworld Food Co-op, Inc."
"1016","
    1865 Celina Road"
"1017","
  Burkesville, 
  Kentucky 
  42717 
"
"1018","Phone: (270) 433-7400"
"1019","otherworld@duo-county.com"
"1020","http:/www.motherworld.net/co-op/otherworld.html"
"1021","Villa Hills Buying Club - Seven Sons Farms"
"1022","
    2046 Damson Dr"
"1023","
  Villa Hills, 
  Kentucky 
  41017 
"
"1024","Phone: (877) 620-1977"
"1025","https://sevensons.net/locations/villa-hills"
"1026","Louisiana"
"1027","Monroe Good Food Group"
"1028","
  Monroe, 
  Louisiana 
  71201 
"
"1029","mchapman@spock.ulm.edu"
"1030","New Orleans Food Co-op"
"1031","
    2372 St. Claude Avenue"
"1032","Suite 110"
"1033","
  New Orleans, 
  Louisiana 
  70117 
"
"1034","Phone: (504) 264-5579"
"1035","lorib@nolafood.coop"
"1036","www.nolafood.coop"
"1037","Maine"
"1038","Barrels Community Market"
"1039","
    74 Main St"
"1040","
  Waterville, 
  Maine 
  04901 
"
"1041","Phone: (207) 660-4844"
"1042","info@barrelsmarket.com"
"1043","www.barrelsmarket.com"
"1044","Belfast Co-op"
"1045","
    123 High Street"
"1046","
  Belfast, 
  Maine 
  04915 
"
"1047","Phone: (207) 338-2532"
"1048","info@belfast.coop"
"1049","http://www.belfast.coop/"
"1050","Blue Hill Co-op Community Market & Cafe"
"1051","
    4 Ellsworth Road PO Box 1133"
"1052","
  Blue Hill, 
  Maine 
  04614-1133 
"
"1053","Phone: (207) 374-2165"
"1054","info@bluehill.coop"
"1055","http://bluehill.coop"
"1056","Boondocks Buying Club"
"1057","
    North Maine Street"
"1058","
  Greenwood, 
  Maine 
  04255 
"
"1059","Phone: (207) 357-5482"
"1060","www.boondocksbc.org"
"1061","Castine Co-op"
"1062","
    Main Street/PO Box 267"
"1063","
  Castine, 
  Maine 
  04421 
"
"1064","Eat Local Eastport Co-op"
"1065","
    49 Water St"
"1066","
  Eastport, 
  Maine 
  04631 
"
"1067","Phone: (207) 853-7138"
"1068","https://harvesttomarket.com/farmers-market/Eat-Local-Eastport-Buying-Club"
"1069","Fare Share Market"
"1070","
    443 Main Street"
"1071","
  Norway, 
  Maine 
  04268 
"
"1072","Phone: (207) 743-9044"
"1073","http://www.faresharecoop.org/"
"1074","Gardiner Food Co-op & Café"
"1075","
    Water St."
"1076","
  Gardiner, 
  Maine 
  04345 
"
"1077","Phone: (207) 485-0175"
"1078","gardinerfoodcoop@gmail.com"
"1079","www.gardinerfood.coop"
"1080","Good Tern Natural Foods Co-op"
"1081","
    750 S. Main Street"
"1082","
  Rockland, 
  Maine 
  04841 
"
"1083","Phone: (207) 594-8822"
"1084","goodtern@goodtern.coop"
"1085","goodtern.coop"
"1086","Market Street Co-Op"
"1087","
    26 Market Street"
"1088","
  Fort Kent, 
  Maine 
  04743 
"
"1089","Phone: (207) 231-5065"
"1090"," MarketStreetCoop26@gmail.com"
"1091","http://marketstreetcoop.net/"
"1092","Oxford Hills Food Cooperative"
"1093","
    35 Cottage Street"
"1094","
  Norway, 
  Maine 
  04268 
"
"1095","Phone: (207) 743-8049"
"1096","coopcoord@megalink.net"
"1097","http://www.faresharecoop.org/"
"1098","Portland Food Co-op"
"1099","
    56 Hampshire Street"
"1100","
  Portland, 
  Maine 
  04101 
"
"1101","info@portlandfood.coop"
"1102","www.portlandfood.coop"
"1103","Rabbit Run Buying Club"
"1104","
  Raymond, 
  Maine 
  04071 
"
"1105","kimberly@cheshiremoonstudios.com"
"1106","http://www.cheshiremoonstudios.com/rabbit_run"
"1107","Rising Tide Co-op"
"1108","
    15 Coastal Marketplace Drive"
"1109","
  Damariscotta, 
  Maine 
  04543 
"
"1110","Phone: (207) 563-5556"
"1111","rtcoop@tidewater.net"
"1112","http://www.risingtide.coop/"
"1113","Maryland"
"1114","Bethesda Co-op"
"1115","
    6500 Seven Locks Road"
"1116","
  Cabin John, 
  Maryland 
  20818 
"
"1117","Phone: (301) 320-2531"
"1118","bethesdacoop@erols.com"
"1119","Common Market Co-op"
"1120","
    5728 Buckeystown Pike Unit 1-B"
"1121","
  Frederick, 
  Maryland 
  21704 
"
"1122","Phone: (301) 663-3416"
"1123","cm@commonmarket.coop"
"1124","http://www.commonmarket.coop"
"1125","Glut Food Co-op"
"1126","
    4005 34th Street"
"1127","
  Mt. Rainier, 
  Maryland 
  20712 
"
"1128","Phone: (301) 779-1978"
"1129","collective@glut.org"
"1130","http://www.glut.org/"
"1131","Greenbelt Consumer Cooperative"
"1132","
    121 Centerway"
"1133","
  Greenbelt, 
  Maryland 
  20770 
"
"1134","Phone: (301) 474-0522"
"1135","greencoop1@aol.com"
"1136","Maryland Food Co-op"
"1137","
    B-0203 Stamp Student Union Univ"
"1138","
  College Park, 
  Maryland 
  20742 
"
"1139","Phone: (301) 314-8089"
"1140","mdfoodcoop@gmail.com"
"1141","//www.mdfood.coop/"
"1142","Nature's Exchange"
"1143","
    1548 Perryman Road"
"1144","
  Havre de Grace, 
  Maryland 
  21078 
"
"1145","Takoma Park Food Co-op"
"1146","
    201 Ethan Allen Avenue"
"1147","
  Takoma Park, 
  Maryland 
  20912 
"
"1148","Phone: (301) 891-2667"
"1149","hbc@takomapark.coop"
"1150","http://www.tpss.coop/"
"1151","Takoma Park Silver Spring Coop"
"1152","
    8309 Grubb Road"
"1153","
  Silver Spring, 
  Maryland 
  20910 
"
"1154","Phone: (240) 247-2667"
"1155","outreach@tpss.coop"
"1156","http://www.tpss.coop"
"1157","Valley Co-op of Washington County"
"1158","
    19946A National Pike"
"1159","
  Hagerstown, 
  Maryland 
  21740 
"
"1160","Phone: (240) 329-2395"
"1161","info@valleycoop.org"
"1162","http://www.valleycoop.org"
"1163","Westminster Consumers Coop"
"1164","
    28 Westminster Shopping Center"
"1165","
  Westminster, 
  Maryland 
  21157 
"
"1166","Phone: (410) 848-3200"
"1167","Massachusetts"
"1168","ARISE Food Co-op"
"1169","
  Springfield, 
  Massachusetts 
"
"1170","Artichoke Food Co-op"
"1171","
    800 Main Street"
"1172","
  Worcester, 
  Massachusetts 
  01610 
"
"1173","Phone: (508) 752-3533"
"1174","amourfaux@riseup.net"
"1175","Berkshire Co-op Market"
"1176","
    42 Bridge Street"
"1177","
  Great Barrington, 
  Massachusetts 
  01230 
"
"1178","Phone: (413) 528-9697"
"1179","www.berkshire.coop"
"1180","Cape Ann Food Co-op"
"1181","
    26 Emerson Avenue"
"1182","
  Gloucester, 
  Massachusetts 
  01930 
"
"1183","Phone: (978) 281-0592"
"1184","cafcoop@tiac.com"
"1185","Farmer Dave's"
"1186","
    437 Parker Road"
"1187","
  Dracut, 
  Massachusetts 
  01826 
"
"1188","Phone: (978) 349-1952"
"1189","cdurkin@harvest.coop"
"1190","http://www.farmerdaves.net/"
"1191","Green Fields Market"
"1192","
    144 Main Street"
"1193","
  Greenfield, 
  Massachusetts 
  01301 
"
"1194","Phone: (413) 773-9567"
"1195","email@greenfieldsmarket.coop"
"1196","http://www.greenfieldsmarket.coop/"
"1197","Harvest Co-op Markets"
"1198","
    57 South Street"
"1199","
  Jamaica Plain, 
  Massachusetts 
  02130 
"
"1200","Phone: (617) 661-1580"
"1201","cdurkin@harvest.coop"
"1202","http://www.harvest.coop/"
"1203","
    580 Massachusetts Ave"
"1204","
  Cambridge, 
  Massachusetts 
  02139 
"
"1205","
    3815 Washington Street"
"1206","
  Jamaica Plain, 
  Massachusetts 
  02130 
"
"1207","Leverett Village Co-op"
"1208","
    180 Rattlesnake Gutter Road"
"1209","
  Leverett, 
  Massachusetts 
  01054 
"
"1210","Phone: (413) 367-9794"
"1211","vcoop@shaynet.com"
"1212","Mixed Nuts"
"1213","
    Hampshire College 893 W Street"
"1214","
  Amherst, 
  Massachusetts 
  01002 
"
"1215","Phone: (413) 549-4600"
"1216","People's Market"
"1217","
    Student Union Rm 328 Univ Mass"
"1218","
  Amherst, 
  Massachusetts 
  01003 
"
"1219","Phone: (413) 545-2060"
"1220","River Valley Market"
"1221","
    P.O. Box 1245"
"1222","
  Northampton, 
  Massachusetts 
  01061 
"
"1223","Phone: (802) 722-4212"
"1224","info@rivervalleymarket.coop"
"1225","http://www.rivervalleymarket.coop/"
"1226","Wachusett  Food Co-op"
"1227","
    21 Avery Heights Drive Box 205"
"1228","
  Holden, 
  Massachusetts 
  01520 
"
"1229","Phone: (508) 829-4797"
"1230","72103.50@compuserve.com"
"1231","Wild Oats Cooperative"
"1232","
    248 Main St. Route 2 Colonial Shopping"
"1233","
  Williamstown, 
  Massachusetts 
  01267 
"
"1234","Phone: (413) 458-8060"
"1235","cgane@capital.net"
"1236","Michigan"
"1237","Authentic Provisions"
"1238","
    Martindale Road"
"1239","
  South Lyon, 
  Michigan 
  48178 
"
"1240","Phone: (248) 446-7305"
"1241","authenticprovisions@gmail.com"
"1242","www.authenticprovisions.com"
"1243","Brighton Food Cooperative"
"1244","
    4440 Brighton Road"
"1245","
  Howell, 
  Michigan 
  48853 
"
"1246","Phone: (517) 404-8054"
"1247","bfc@brightonfoodcoop.com"
"1248","www.brightonfoodcoop.com"
"1249","Cass Corridor Food Co-op"
"1250","
    456 Charlotte Street"
"1251","
  Detroit, 
  Michigan 
  48201 
"
"1252","Phone: (313) 831-7452"
"1253","casscorridorfoodcoop@yahoo.com"
"1254","http://www.geocities.com/casscorridorfoodcoop/index.html"
"1255","Choice Foods Co-op"
"1256","
  Royal Oak, 
  Michigan 
  48073 
"
"1257","Phone: 248547746"
"1258","choicefoods@home.com"
"1259","http://members.home.net/choicefoods/"
"1260","Community Vibrations"
"1261","
    4200 Trumble Rd"
"1262","
  Jackson, 
  Michigan 
  49201 
"
"1263","Phone: (517) 740-9703"
"1264","Communityvibrations@gmail.com"
"1265","Communityvibrations.org"
"1266","Dibbleville Food Cooperative"
"1267","
    106 East Elizabeth Street"
"1268","
  Fenton, 
  Michigan 
  48430 
"
"1269","Phone: (810) 629-1175"
"1270","contact@dibbleville.com"
"1271","http://www.dibbleville.com"
"1272","East Lansing Food Co-op"
"1273","
    4960 Northwind"
"1274","
  East Lansing, 
  Michigan 
  48823 
"
"1275","Phone: (517) 337-1266"
"1276","info@elfco.coop"
"1277","http://www.elfco.coop/"
"1278","Grain Train Natural Food Market"
"1279","
    220 Mitchell Street"
"1280","
  Petoskey, 
  Michigan 
  49770 
"
"1281","Phone: (231) 347-2381"
"1282","info@graintrain.coop"
"1283","www.graintrain.coop"
"1284","Green Tree Grocery"
"1285","
    214 N Franklin St"
"1286","
  Mt. Pleasant, 
  Michigan 
  48858 
"
"1287","Phone: (989) 772-3221"
"1288","general@greentree.coop"
"1289","www.greentree.coop"
"1290","HC Buying Club"
"1291","
    4395 N White Road"
"1292","
  Pierson, 
  Michigan 
  49339 
"
"1293","Phone: (616) 260-0722"
"1294","HowardCityBuyingClub@yahoo.com"
"1295","Hartland's Nutrition Connection Cooperative"
"1296","
    1898 Korte Street, PO Box 530"
"1297","
  Hartland, 
  Michigan 
  48353 
"
"1298","Phone: (810) 632-7952"
"1299","hnccinc@ismi.net"
"1300","http://www.hnccinc.com/"
"1301","Hillsdale Family Food Co-op"
"1302","
    31 N. Broad"
"1303","
  Hillsdale, 
  Michigan 
  49242 
"
"1304","Phone: (517) 439-1397"
"1305","Ionia Natural Food Co-op"
"1306","
    St. Anthony's church"
"1307","6070 David Hwy"
"1308","
  Saranac, 
  Michigan 
  48881 
"
"1309","http://health.groups.yahoo.com/group/IoniaNaturalFoodsCoop/"
"1310","https://www.facebook.com/ionianatural.foodscoop"
"1311","Keweenaw Food Co-op"
"1312","
    1035 Ethel Avenue"
"1313","
  Hancock, 
  Michigan 
  49930 
"
"1314","Phone: (906) 482-2030"
"1315","info@keweenaw.coop"
"1316","www.keweenaw.coop"
"1317","Marquette Food Co-op"
"1318","
    502 W. Washington St."
"1319","
  Marquette, 
  Michigan 
  49855 
"
"1320","Phone: (906) 225-0671"
"1321","info@marquettefood.coop"
"1322","http://www.marquettefood.coop/"
"1323","Northwind Natural Foods Co-op"
"1324","
    116 S. Suffolk Street"
"1325","
  Ironwood, 
  Michigan 
  49938 
"
"1326","Phone: (906) 932-3547"
"1327","gm@northwindcoop.org"
"1328","http://northwindcoop.org/"
"1329","Organic Buying Club Metro Detroit"
"1330","
    16704 15 Mile Road"
"1331","
  Fraser, 
  Michigan 
  48026 
"
"1332","Phone: (866) 602-3848"
"1333","organicbuyingclub@gmail.com"
"1334","Oryana Food Cooperative"
"1335","
    260 E. 10th St."
"1336","
  Traverse City, 
  Michigan 
  49684 
"
"1337","Phone: (231) 947-0191"
"1338","info@oryana.coop"
"1339","http://www.oryana.coop/"
"1340","People's Food Co-op & Café Verde"
"1341","
    214-216 N. 4th Avenue"
"1342","
  Ann Arbor, 
  Michigan 
  48104 
"
"1343","Phone: (734) 994-9174"
"1344","info@peoplesfood.coop"
"1345","http://www.peoplesfood.coop"
"1346","People's Food Co-op of Kalamazoo"
"1347","
    436 Burdick St. South"
"1348","
  Kalamazoo, 
  Michigan 
  49007 
"
"1349","Phone: (616) 342-5686"
"1350","chris@peoplesfoodco-op.org"
"1351","http://www.peoplesfoodco-op.org/"
"1352","Rainbow Health Foods"
"1353","
    66783 Gratiot Avenue"
"1354","
  Richmond, 
  Michigan 
  48062 
"
"1355","Phone: (810) 727-5475"
"1356","RealFoodEater Buyers Club"
"1357","
    4298 72nd Ave"
"1358","
  Zeeland, 
  Michigan 
  49464 
"
"1359","Phone: (616) 799-1783"
"1360","melissa@realfoodeater.com"
"1361","http://realfoodeater.com"
"1362","Simple Times Farm Market & Buying Club"
"1363","
    6081 E. Baldwin Rd."
"1364","
  Grand Blanc, 
  Michigan 
  48504 
"
"1365","Phone: (810) 771-4480"
"1366","healthfood4less@yahoo.com"
"1367","http://www.simpletimesfarm.com/"
"1368","Southwest Ann Arbor Buying Club - Seven Sons Farms"
"1369","
    1938 Bancroft Drive"
"1370","
  Ann Arbor, 
  Michigan 
  48108 
"
"1371","Phone: (877) 620-1977"
"1372","https://sevensons.net/locations/southwest-ann-arbor"
"1373","Sturgeon River Co-op"
"1374","
        (mailing) 
        P.O. Box 555"
"1375","
  Wolverine, 
  Michigan 
  49799 
"
"1376","Phone: (231) 758-4725"
"1377","sturgeonriverco@gmail.com"
"1378","West Michigan Co-op"
"1379","
    1111 Godfrey SW"
"1380","
  Grand Rapids, 
  Michigan 
  49503 
"
"1381","Phone: (616) 248-0760"
"1382","membership@westmichigancoop.com"
"1383","http://www.westmichigancoop.com"
"1384","Woodland Food Co-op"
"1385","
    116 N. Main Street"
"1386","
  Woodland, 
  Michigan 
  48897 
"
"1387","Phone: (616) 367-4188"
"1388","Ypsilanti Food Co-op and River Street Bakery"
"1389","
    312 N. River Street"
"1390","
  Ypsilanti, 
  Michigan 
  48198 
"
"1391","Phone: (734) 483-1520"
"1392","info@ypsifoodcoop.org"
"1393","www.ypsifoodcoop.org"
"1394","Minnesota"
"1395","Bluff Country Co-op"
"1396","
    121 W 2nd St"
"1397","
  Winona, 
  Minnesota 
  55987 
"
"1398","Phone: (507) 452-1815"
"1399","bccoop@bluff.coop"
"1400","http://www.bluff.coop/"
"1401","City Center Market"
"1402","
    122 North Buchanan Street"
"1403","
  Cambridge, 
  Minnesota 
  55008 
"
"1404","Phone: (763) 689-4640"
"1405","crystal@citycentermarket.coop"
"1406","Cook County Whole Foods Co-op"
"1407","
    Box 813 / 20 E. 1st Steet"
"1408","
  Grand Marais, 
  Minnesota 
  55604 
"
"1409","Phone: (218) 387-2503"
"1410","foodcoop@boreal.org"
"1411","www.boreal.org/~foodcoop"
"1412","Countryside Co-op"
"1413","
    P.O.Box 262 Hwy 371 South"
"1414","
  Hackensack, 
  Minnesota 
  56452 
"
"1415","Phone: (218) 675-6865"
"1416","Crow Wing Food Co-op"
"1417","
    823 Washington Street"
"1418","
  Brainerd, 
  Minnesota 
  56401 
"
"1419","Phone: (218) 828-4600"
"1420","info@crowwingfoodco-op.com"
"1421","http://www.crowwingfoodco-op.com/"
"1422","Eastside Food Co-op"
"1423","
    2551 Central Avenue"
"1424","
  Minneapolis, 
  Minnesota 
  55418 
"
"1425","Phone: (612) 788-0950"
"1426","amy@eastsidefood.coop"
"1427","http://www.eastsidefood.coop/"
"1428","Everybody's Healthfood Market"
"1429","
    11 1st Street N."
"1430","
  Long Prairie, 
  Minnesota 
  56347 
"
"1431","Phone: (320) 732-3900"
"1432","Finland Cooperative"
"1433","
    Box E Main Street"
"1434","
  Finland, 
  Minnesota 
  55603 
"
"1435","Phone: (218) 353-7389"
"1436","Good Earth Food Co-op"
"1437","
    2010 8th Street N Centennial Plaza"
"1438","
  St. Cloud, 
  Minnesota 
  56303 
"
"1439","Phone: (612) 253-9290"
"1440","Granary Food Co-op"
"1441","
    225 2nd Street NW"
"1442","
  Ortonville, 
  Minnesota 
  56278 
"
"1443","Phone: (320) 839-6204"
"1444","GrassRoots Cooperative and Cafe"
"1445","
    1917 2nd Ave S"
"1446","
  Anoka, 
  Minnesota 
  55303 
"
"1447","Phone: (763) 427-4340"
"1448","grassroots.coop"
"1449","Hampden Park Food Co-op"
"1450","
    928 Raymond Avenue"
"1451","
  St. Paul, 
  Minnesota 
  55114 
"
"1452","Phone: (651) 646-6686"
"1453","staff@hampdenparkcoop.com"
"1454","http://www.hampdenparkcoop.com/"
"1455","Harmony Food Co-op"
"1456","
    117 3rd St. NW"
"1457","
  Bemidji, 
  Minnesota 
  56601 
"
"1458","Phone: (218) 751-2009"
"1459","harmonyc@paulbunyan.net"
"1460","www.harmonycoop.com"
"1461","Harvest Food Co-op"
"1462","
    137 East Front Street"
"1463","
  Owatonna, 
  Minnesota 
  55060 
"
"1464","Phone: (507) 451-0340"
"1465","Ideal Green Market Cooperative"
"1466","
    34988 County Rd 39"
"1467","
  Pequot Lakes, 
  Minnesota 
  56472 
"
"1468","Phone: (218) 543-6565"
"1469","manager@idealgreenmarket.com"
"1470","www.idealgreenmarket.com"
"1471","Just Food Co-op"
"1472","
    612 First Street West"
"1473","
  Northfield, 
  Minnesota 
  55057 
"
"1474","Phone: (507) 650-0106"
"1475","http://www.justfood.coop/"
"1476","Kandi Cupboard"
"1477","
    412 Litchfield Avenue SW"
"1478","
  Willmar, 
  Minnesota 
  56201 
"
"1479","Phone: (320) 235-9477"
"1480","kandicupboard2003@yahoo.com"
"1481","Lakewinds Natural Foods"
"1482","
    17523 Minnetonka Blvd."
"1483","
  Minnetonka, 
  Minnesota 
  55345 
"
"1484","Phone: (952) 473-0292"
"1485","lakewinds@lakewinds.coop"
"1486","http://www.lakewinds.coop"
"1487","Linden Hills Food Co-op"
"1488","
    2813 W 43rd Street"
"1489","
  Minneapolis, 
  Minnesota 
  55410 
"
"1490","Phone: (612) 922-1159"
"1491","info@lindenhills.coop"
"1492","http://www.lindenhills.coop"
"1493","Linden Hills Natural Home"
"1494","
    2822 West 43rd Street"
"1495","
  Minneapolis, 
  Minnesota 
  55410 
"
"1496","Phone: (612) 279-2479"
"1497","info@lindenhills.coop"
"1498","www.lindenhills.coop"
"1499","Mille Lacs Area Food Co-op"
"1500","
    Main Street"
"1501","
  Isle, 
  Minnesota 
  56342 
"
"1502","Phone: (320) 676-3813"
"1503","Minnesota Street Market"
"1504","
    27 West Minnesota Street"
"1505","
  Saint Joseph, 
  Minnesota 
  56374 
"
"1506","Phone: (320) 363-7733"
"1507","info@minnesotastreetmarket.com"
"1508","http://minnesotastreetmarket.com/"
"1509","Mississippi Market Natural Foods Co-op"
"1510","
    740 7th Street"
"1511","
  East St. Paul, 
  Minnesota 
  55106 
"
"1512","Phone: (651) 495-5602"
"1513","msmarketcoop@gmail.com"
"1514","http://www.msmarket.coop"
"1515","
    1500 West 7th street"
"1516","
  St. Paul, 
  Minnesota 
  55102 
"
"1517","Phone: (651) 690-0507"
"1518","msmarketcoop@gmail.com"
"1519","http://www.msmarket.coop"
"1520","
    622 Selby Avenue"
"1521","
  St. Paul, 
  Minnesota 
  55104 
"
"1522","Phone: (651) 310-9499"
"1523","msmarketcoop@gmail.com"
"1524","http://www.msmarket.coop"
"1525","Natural Foods Co-op/Market"
"1526","
    230 N. Sibley Ave"
"1527","
  Litchfield, 
  Minnesota 
  55355 
"
"1528","Phone: (320) 693-7539"
"1529","nmf@hutchtel.net"
"1530","Natural Harvest Whole Food Co-op"
"1531","
    505 3rd Street N"
"1532","
  Virginia, 
  Minnesota 
  55792 
"
"1533","Phone: (218) 741-4663"
"1534","natharv@mchsi.com"
"1535","http://www.virginiamn.com/naturalharvest"
"1536","North County Cooperative Grocery"
"1537","
    1929 S 5th"
"1538","
  Minneapolis, 
  Minnesota 
  55454 
"
"1539","Phone: (612) 338-3110"
"1540","http://www.northcountrycoop.com/"
"1541","Northwoods Whole Foods Co-op"
"1542","
    125 N. Central Av."
"1543","
  Ely, 
  Minnesota 
  55731 
"
"1544","Oak Center General Store Food Co-op"
"1545","
    Rt. 1 Box 52BB / Highway 63"
"1546","
  Lake City, 
  Minnesota 
  55041 
"
"1547","Phone: (507) 753-2080"
"1548","People's Food Co-op"
"1549","
    519 1st Ave. SW"
"1550","
  Rochester, 
  Minnesota 
  55902 
"
"1551","Phone: (507) 289-9061"
"1552","pfcrochester@pfc.coop"
"1553","www.pfc.coop"
"1554","Plum Creek Food Co-op"
"1555","
    910 4th Avenue"
"1556","
  Windom, 
  Minnesota 
  56101 
"
"1557","Phone: (507) 831-1882"
"1558","Pomme De Terre Food Co-op"
"1559","
    613 Atlantic Avenue"
"1560","
  Morris, 
  Minnesota 
  56267 
"
"1561","Phone: (320) 589-4332"
"1562","http://www.pdtfoods.org/"
"1563","Rainbow Food Co-op"
"1564","
    103 South Main St"
"1565","
  Blue Earth, 
  Minnesota 
  56013 
"
